Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
SRR35320124_1	(30, 11.0)	(40, 1.0)	(50, 0.0)	(60, 0.0)	(70, 1.0)	(80, 1.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 1.0)	(150, 0.0)	(160, 1.0)	(170, 0.0)	(180, 2.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 2.0)	(230, 1.0)	(240, 0.0)	(250, 0.0)	(260, 1.0)	(270, 0.0)	(280, 0.0)	(290, 2917.0)	(300, 32296.0)																						
SRR35320124_2	(30, 4.0)	(40, 1.0)	(50, 0.0)	(60, 0.0)	(70, 1.0)	(80, 2.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 0.0)	(150, 0.0)	(160, 0.0)	(170, 0.0)	(180, 2.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 1.0)	(230, 1.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 0.0)	(280, 0.0)	(290, 1086.0)	(300, 34137.0)																						
SRR35320125_1	(30, 8.0)	(40, 13.0)	(50, 4.0)	(60, 6.0)	(70, 10.0)	(80, 6.0)	(90, 6.0)	(100, 0.0)	(110, 1.0)	(120, 0.0)	(130, 0.0)	(140, 3.0)	(150, 3.0)	(160, 6.0)	(170, 1.0)	(180, 0.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 3.0)	(230, 0.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 0.0)	(280, 0.0)	(290, 23404.0)	(300, 62957.0)																						
SRR35320125_2	(30, 1.0)	(40, 1.0)	(50, 0.0)	(60, 0.0)	(70, 0.0)	(80, 5.0)	(90, 2.0)	(100, 0.0)	(110, 0.0)	(120, 0.0)	(130, 2.0)	(140, 2.0)	(150, 0.0)	(160, 3.0)	(170, 0.0)	(180, 13.0)	(190, 4.0)	(200, 0.0)	(210, 0.0)	(220, 3.0)	(230, 0.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 0.0)	(280, 0.0)	(290, 500.0)	(300, 85895.0)																						
SRR35320126_1	(30, 4.0)	(40, 4.0)	(50, 1.0)	(60, 2.0)	(70, 11.0)	(80, 3.0)	(90, 4.0)	(100, 1.0)	(110, 2.0)	(120, 1.0)	(130, 1.0)	(140, 0.0)	(150, 7.0)	(160, 16.0)	(170, 0.0)	(180, 0.0)	(190, 1.0)	(200, 0.0)	(210, 0.0)	(220, 1.0)	(230, 0.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 1.0)	(280, 2.0)	(290, 4250.0)	(300, 72347.0)																						
SRR35320126_2	(85, 2.0)	(90, 1.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)	(155, 0.0)	(160, 0.0)	(165, 10.0)	(170, 0.0)	(175, 0.0)	(180, 0.0)	(185, 15.0)	(190, 5.0)	(195, 0.0)	(200, 0.0)	(205, 0.0)	(210, 0.0)	(215, 0.0)	(220, 1.0)	(225, 0.0)	(230, 0.0)	(235, 0.0)	(240, 0.0)	(245, 0.0)	(250, 0.0)	(255, 0.0)	(260, 0.0)	(265, 0.0)	(270, 1.0)	(275, 0.0)	(280, 0.0)	(285, 1.0)	(290, 0.0)	(295, 520.0)	(300, 76103.0)						
SRR35320128_1	(30, 1.0)	(40, 12.0)	(50, 1.0)	(60, 7.0)	(70, 17.0)	(80, 1.0)	(90, 0.0)	(100, 0.0)	(110, 0.0)	(120, 1.0)	(130, 0.0)	(140, 1.0)	(150, 7.0)	(160, 249.0)	(170, 1.0)	(180, 9.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 6.0)	(230, 3.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 1.0)	(280, 0.0)	(290, 11267.0)	(300, 65293.0)																						
SRR35320128_2	(80, 2.0)	(85, 1.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 1.0)	(140, 0.0)	(145, 1.0)	(150, 0.0)	(155, 0.0)	(160, 0.0)	(165, 225.0)	(170, 0.0)	(175, 0.0)	(180, 1.0)	(185, 14.0)	(190, 3.0)	(195, 0.0)	(200, 0.0)	(205, 0.0)	(210, 0.0)	(215, 0.0)	(220, 0.0)	(225, 4.0)	(230, 0.0)	(235, 3.0)	(240, 0.0)	(245, 0.0)	(250, 0.0)	(255, 0.0)	(260, 0.0)	(265, 0.0)	(270, 1.0)	(275, 0.0)	(280, 0.0)	(285, 0.0)	(290, 2.0)	(295, 312.0)	(300, 76307.0)					
SRR35320139_1	(30, 4.0)	(40, 11.0)	(50, 0.0)	(60, 8.0)	(70, 10.0)	(80, 6.0)	(90, 1.0)	(100, 4.0)	(110, 0.0)	(120, 0.0)	(130, 0.0)	(140, 1.0)	(150, 11.0)	(160, 2.0)	(170, 2.0)	(180, 0.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 11.0)	(230, 2.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 1.0)	(280, 3.0)	(290, 5518.0)	(300, 65887.0)																						
SRR35320139_2	(60, 1.0)	(65, 0.0)	(70, 2.0)	(75, 0.0)	(80, 3.0)	(85, 1.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 1.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)	(155, 0.0)	(160, 0.0)	(165, 1.0)	(170, 2.0)	(175, 0.0)	(180, 0.0)	(185, 10.0)	(190, 0.0)	(195, 0.0)	(200, 0.0)	(205, 0.0)	(210, 0.0)	(215, 0.0)	(220, 0.0)	(225, 10.0)	(230, 2.0)	(235, 0.0)	(240, 0.0)	(245, 0.0)	(250, 0.0)	(255, 0.0)	(260, 0.0)	(265, 0.0)	(270, 0.0)	(275, 0.0)	(280, 0.0)	(285, 1.0)	(290, 1.0)	(295, 510.0)	(300, 70937.0)	
SRR35320140_1	(30, 5.0)	(40, 12.0)	(50, 3.0)	(60, 2.0)	(70, 10.0)	(80, 4.0)	(90, 3.0)	(100, 0.0)	(110, 1.0)	(120, 2.0)	(130, 5.0)	(140, 2.0)	(150, 11.0)	(160, 32.0)	(170, 0.0)	(180, 6.0)	(190, 0.0)	(200, 0.0)	(210, 0.0)	(220, 0.0)	(230, 0.0)	(240, 0.0)	(250, 0.0)	(260, 0.0)	(270, 0.0)	(280, 0.0)	(290, 2658.0)	(300, 74820.0)																						
SRR35320140_2	(80, 1.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)	(155, 0.0)	(160, 0.0)	(165, 25.0)	(170, 0.0)	(175, 0.0)	(180, 0.0)	(185, 20.0)	(190, 4.0)	(195, 0.0)	(200, 0.0)	(205, 0.0)	(210, 0.0)	(215, 0.0)	(220, 0.0)	(225, 0.0)	(230, 0.0)	(235, 0.0)	(240, 0.0)	(245, 0.0)	(250, 0.0)	(255, 0.0)	(260, 0.0)	(265, 0.0)	(270, 0.0)	(275, 0.0)	(280, 0.0)	(285, 0.0)	(290, 0.0)	(295, 445.0)	(300, 77081.0)					
SRR35320141_1	(30, 1.0)	(40, 8.0)	(50, 2.0)	(60, 1.0)	(70, 5.0)	(80, 2.0)	(90, 1.0)	(100, 2.0)	(110, 0.0)	(120, 0.0)	(130, 1.0)	(140, 3.0)	(150, 5.0)	(160, 3.0)	(170, 0.0)	(180, 2.0)	(190, 0.0)	(200, 1.0)	(210, 0.0)	(220, 1.0)	(230, 0.0)	(240, 2.0)	(250, 0.0)	(260, 0.0)	(270, 0.0)	(280, 0.0)	(290, 499.0)	(300, 46431.0)																						
SRR35320141_2	(140, 1.0)	(145, 0.0)	(150, 0.0)	(155, 0.0)	(160, 0.0)	(165, 0.0)	(170, 0.0)	(175, 0.0)	(180, 0.0)	(185, 6.0)	(190, 0.0)	(195, 0.0)	(200, 1.0)	(205, 0.0)	(210, 0.0)	(215, 0.0)	(220, 0.0)	(225, 1.0)	(230, 0.0)	(235, 0.0)	(240, 2.0)	(245, 0.0)	(250, 0.0)	(255, 0.0)	(260, 0.0)	(265, 0.0)	(270, 0.0)	(275, 0.0)	(280, 0.0)	(285, 0.0)	(290, 0.0)	(295, 181.0)	(300, 46778.0)																	
